Station Name,Parameter Name,Parameter Abbreviation,Sample Date,Sample Time,Result Value (10% of RDL for NDs),Result Text,Units,RDL,Detected (Y: Yes; N: No),Laboratory Sample Number,Method
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,9/29/2017,10:30,0.4,ND,ng/L,4,N,17090751-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,10/11/2017,12:40,0.4,ND,ng/L,4,N,17100389-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,11/8/2017,10:20,0.4,ND,ng/L,4,N,17110223-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,11/20/2017,11:40,0.4,ND,ng/L,4,N,17110511-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,1/9/2018,13:30,6.5,6.5,ng/L,4,Y,18010222-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,1/10/2018,9:20,4.4,4.4,ng/L,4,Y,18010262-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2/21/2018,12:55,0.4,ND,ng/L,4,N,18020589-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,3/6/2018,12:30,2.2,2.2,ng/L,2,Y,440-205458-1,537MOD
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,3/6/2018,12:30,0.4,ND,ng/L,4,N,18030133-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,4/25/2018,10:00,0.4,ND,ng/L,4,N,18040717-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,5/22/2018,14:05,0.4,ND,ng/L,4,N,18050579-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,6/5/2018,11:55,0.4,ND,ng/L,4,N,18060104-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,7/23/2018,10:25,0.4,ND,ng/L,4,N,18070599-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,8/14/2018,11:50,0.4,ND,ng/L,4,N,18080368-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,9/18/2018,12:00,0.4,ND,ng/L,4,N,18090350-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,10/22/2018,12:35,0.4,ND,ng/L,4,N,18100715-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,11/7/2018,9:45,0.4,ND,ng/L,4,N,18110189-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,12/4/2018,13:15,0.4,ND,ng/L,4,N,18120064-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,12/18/2018,13:15,0.4,ND,ng/L,4,N,18120400-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,1/9/2019,14:10,0.4,ND,ng/L,4,N,19010196-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,1/17/2019,14:15,0.4,ND,ng/L,4,N,19010402-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2/5/2019,13:45,0.4,ND,ng/L,4,N,19020068-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2/20/2019,13:00,0.4,ND,ng/L,4,N,19020428-02,537
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,3/21/2019,11:50,0.4,ND,ng/L,4,N,19030524-02,537RV1.1
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,4/9/2019,11:45,0.4,ND,ng/L,4,N,19040286-02,537RV1.1
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,5/7/2019,9:50,0.4,ND,ng/L,4,N,19050172-02,537RV1.1
SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,6/4/2019,11:35,0.4,ND,ng/L,4,N,19060084-02,537RV1.1
